青白 (あおじろ)
降格 (こうかく)
鋼管 (こうかん)
紅顔 (こうがん)
高貴 (こうき)
皇居 (こうきょ)
皇宮 (こうぐう)
光源 (こうげん)
孝行 (こうこう)
孝行 (こうこう)
皇后 (こうごう)
黄砂 (こうさ)
高裁 (こうさい)
降参 (こうさん)
口座 (こうざ)
講座 (こうざ)
鋼材 (こうざい)
公私 (こうし)
皇子 (こうし)
皇室 (こうしつ)
降車 (こうしゃ)
公衆 (こうしゅう)
降水 (こうすい)
降雪 (こうせつ)
鉱泉 (こうせん)
高専 (こうせん)
高層 (こうそう)
皇族 (こうぞく)
降誕 (こうたん)
後段 (こうだん)
紅茶 (こうちゃ)
降着 (こうちゃく)
紅潮 (こうちょう)
高潮 (こうちょう)
工賃 (こうちん)
鋼鉄 (こうてつ)
公認 (こうにん)
紅白 (こうはく)
紅梅 (こうばい)
興奮 (こうふん)
候補 (こうほ)
興亡 (こうぼう)
高密 (こうみつ)
紅葉 (こうよう)
高覧 (こうらん)
降臨 (こうりん)
公論 (こうろん)
口論 (こうろん)
呼応 (こおう)
呼気 (こき)
呼吸 (こきゅう)
故郷 (こきょう)
刻印 (こくいん)
穀雨 (こくう)
国策 (こくさく)
国宝 (こくほう)
穀物 (こくもつ)
穀類 (こくるい)
国論 (こくろん)
故障 (こしょう)
古樹 (こじゅ)
古城 (こじょう)
骨格 (こっかく)
国権 (こっけん)
骨子 (こっし)
骨折 (こっせつ)
骨頂 (こっちょう)
骨片 (こっぺん)
骨肉 (こつにく)
個展 (こてん)
子供 (こども)
困苦 (こんく)
根源 (こんげん)
困難 (こんなん)
今晩 (こんばん)
混乱 (こんらん)
業腹 (ごうはら)
合否 (ごうひ)
強欲 (ごうよく)
誤解 (ごかい)
誤記 (ごき)
極秘 (ごくひ)
護憲 (ごけん)
語源 (ごげん)
五穀 (ごこく)
午后 (ごご)
誤差 (ごさ)
誤射 (ごしゃ)
誤植 (ごしょく)
誤信 (ごしん)
誤字 (ごじ)
誤想 (ごそう)
誤認 (ごにん)
誤聞 (ごぶん)
誤報 (ごほう)
誤訳 (ごやく)
誤用 (ごよう)
勤行 (ごんぎょう)
権化 (ごんげ)
差異 (さい)
裁可 (さいか)
裁決 (さいけつ)
採寸 (さいすん)
最善 (さいぜん)
裁断 (さいだん)
裁定 (さいてい)
災難 (さいなん)
裁判 (さいばん)
採否 (さいひ)
細密 (さいみつ)
裁量 (さいりょう)
逆巻 (さかま)
酒蒸 (さかむし)
作詞 (さくし)
策士 (さくし)
策定 (さくてい)
策動 (さくどう)
昨晩 (さくばん)
策略 (さくりゃく)
査収 (さしゅう)
冊子 (さっし)
殺傷 (さっしょう)
冊数 (さっすう)
砂糖 (さとう)
左派 (さは)
砂防 (さぼう)
三権 (さんけん)
散骨 (さんこつ)
散策 (さんさく)
蚕糸 (さんし)
蚕食 (さんしょく)
算段 (さんだん)
山頂 (さんちょう)
参拝 (さんぱい)
賛否 (さんぴ)
山腹 (さんぷく)
散乱 (さんらん)
産卵 (さんらん)
在勤 (ざいきん)
財源 (ざいげん)
在郷 (ざいごう)
在宅 (ざいたく)
財宝 (ざいほう)
座高 (ざこう)
座席 (ざせき)
座像 (ざぞう)
座談 (ざだん)
座長 (ざちょう)
雑誌 (ざっし)
雑俳 (ざっぱい)
座標 (ざひょう)
座薬 (ざやく)
座右 (ざゆう)
残映 (ざんえい)
残存 (ざんそん)
残存 (ざんぞん)
私案 (しあん)
私意 (しい)
私営 (しえい)
私益 (しえき)
視界 (しかい)
視覚 (しかく)
私学 (しがく)
指揮 (しき)
至急 (しきゅう)
至急 (しきゅう)
至近 (しきん)
私見 (しけん)
至言 (しげん)
資源 (しげん)
至高 (しこう)
私語 (しご)
至極 (しごく)
視察 (しさつ)
私財 (しざい)
試射 (ししゃ)
支署 (ししょ)
支障 (ししょう)
死傷 (ししょう)
指針 (ししん)
私信 (ししん)
私心 (ししん)
私事 (しじ)
私情 (しじょう)
至上 (しじょう)
誌上 (しじょう)
姿勢 (しせい)
私製 (しせい)
私設 (しせつ)
視線 (しせん)
死蔵 (しぞう)
姿態 (したい)
下値 (したね)
私大 (しだい)
質権 (しちけん)
七難 (しちなん)
思潮 (しちょう)
支庁 (しちょう)
失敬 (しっけい)
失敬 (しっけい)
失権 (しっけん)
失策 (しっさく)
止痛 (しつう)
質疑 (しつぎ)
視程 (してい)
私的 (してき)
至適 (してき)
私鉄 (してつ)
視点 (してん)
私道 (しどう)
至難 (しなん)
視認 (しにん)
紙背 (しはい)
私服 (しふく)
私腹 (しふく)
至福 (しふく)
私物 (しぶつ)
至便 (しべん)
至宝 (しほう)
死亡 (しぼう)
誌面 (しめん)
下座 (しもざ)
尺度 (しゃくど)
尺八 (しゃくはち)
射殺 (しゃさつ)
射出 (しゃしゅつ)
捨象 (しゃしょう)
射精 (しゃせい)
車窓 (しゃそう)
社宅 (しゃたく)
射程 (しゃてい)
射的 (しゃてき)
視野 (しや)
拾遺 (しゅうい)
衆院 (しゅういん)
収益 (しゅうえき)
就役 (しゅうえき)
就学 (しゅうがく)
宗教 (しゅうきょう)
就業 (しゅうぎょう)
集権 (しゅうけん)
就航 (しゅうこう)
衆参 (しゅうさん)
収支 (しゅうし)
収拾 (しゅうしゅう)
収集 (しゅうしゅう)
収縮 (しゅうしゅく)
就職 (しゅうしょく)
習熟 (しゅうじゅく)
衆人 (しゅうじん)
収束 (しゅうそく)
収得 (しゅうとく)
収入 (しゅうにゅう)
就任 (しゅうにん)
収納 (しゅうのう)
宗派 (しゅうは)
衆望 (しゅうぼう)
終幕 (しゅうまく)
衆目 (しゅうもく)
収容 (しゅうよう)
収用 (しゅうよう)
収量 (しゅうりょう)
就労 (しゅうろう)
収録 (しゅうろく)
修論 (しゅうろん)
縮刷 (しゅくさつ)
縮写 (しゅくしゃ)
縮尺 (しゅくしゃく)
縮小 (しゅくしょう)
縮図 (しゅくず)
縮退 (しゅくたい)
縮約 (しゅくやく)
主権 (しゅけん)
取捨 (しゅしゃ)
主将 (しゅしょう)
主従 (しゅじゅう)
衆生 (しゅじょう)
手段 (しゅだん)
主潮 (しゅちょう)
出勤 (しゅっきん)
出処 (しゅっしょ)
出展 (しゅってん)
首脳 (しゅのう)
首班 (しゅはん)
守秘 (しゅひ)
酒乱 (しゅらん)
春暖 (しゅんだん)
私有 (しゆう)
諸悪 (しょあく)
署員 (しょいん)
小異 (しょうい)
将官 (しょうかん)
傷害 (しょうがい)
障害 (しょうがい)
将軍 (しょうぐん)
将校 (しょうこう)
照射 (しょうしゃ)
少将 (しょうしょう)
傷心 (しょうしん)
障子 (しょうじ)
装束 (しょうぞく)
小著 (しょうちょ)
省庁 (しょうちょう)
承認 (しょうにん)
笑納 (しょうのう)
傷病 (しょうびょう)
将兵 (しょうへい)
焼亡 (しょうぼう)
将来 (しょうらい)
照覧 (しょうらん)
笑覧 (しょうらん)
書簡 (しょかん)
諸行 (しょぎょう)
食傷 (しょくしょう)
植樹 (しょくじゅ)
諸口 (しょくち)
食欲 (しょくよく)
諸君 (しょくん)
諸兄 (しょけい)
諸元 (しょげん)
諸国 (しょこく)
諸氏 (しょし)
諸式 (しょしき)
所収 (しょしゅう)
処暑 (しょしょ)
諸処 (しょしょ)
諸事 (しょじ)
処女 (しょじょ)
処世 (しょせい)
諸説 (しょせつ)
諸税 (しょぜい)
諸相 (しょそう)
所蔵 (しょぞう)
所存 (しょぞん)
初段 (しょだん)
処置 (しょち)
初潮 (しょちょう)
署長 (しょちょう)
職権 (しょっけん)
諸島 (しょとう)
諸表 (しょひょう)
処分 (しょぶん)
処方 (しょほう)
諸方 (しょほう)
署名 (しょめい)
処理 (しょり)
私用 (しよう)
私欲 (しよく)
私利 (しり)
私立 (しりつ)
視力 (しりょく)
城山 (しろやま)
史論 (しろん)
私論 (しろん)
仕訳 (しわけ)
新株 (しんかぶ)
心筋 (しんきん)
真紅 (しんく)
親権 (しんけん)
深刻 (しんこく)
神聖 (しんせい)
親善 (しんぜん)
深層 (しんそう)
深窓 (しんそう)
心臓 (しんぞう)
心痛 (しんつう)
親展 (しんてん)
進展 (しんてん)
新党 (しんとう)
新派 (しんぱ)
真否 (しんぴ)
神秘 (しんぴ)
心棒 (しんぼう)
親密 (しんみつ)
自我 (じが)
磁器 (じき)
磁気 (じき)
自供 (じきょう)
磁極 (じきょく)
自己 (じこ)
時刻 (じこく)
磁石 (じしゃく)
自署 (じしょ)
磁針 (じしん)
自若 (じじゃく)
次善 (じぜん)
自存 (じそん)
自尊 (じそん)
地蔵 (じぞう)
自宅 (じたく)
次段 (じだん)
十干 (じっかん)
実権 (じっけん)
実視 (じっし)
実収 (じっしゅう)
実装 (じっそう)
実存 (じつぞん)
自認 (じにん)
字幕 (じまく)
弱視 (じゃくし)
若年 (じゃくねん)
若干 (じゃっかん)
砂利 (じゃり)
縦横 (じゅうおう)
重視 (じゅうし)
重傷 (じゅうしょう)
従事 (じゅうじ)
従順 (じゅうじゅん)
従前 (じゅうぜん)
縦走 (じゅうそう)
重奏 (じゅうそう)
従属 (じゅうぞく)
住宅 (じゅうたく)
縦断 (じゅうだん)
従来 (じゅうらい)
縦覧 (じゅうらん)
縦列 (じゅうれつ)
樹海 (じゅかい)
熟考 (じゅくこう)
熟語 (じゅくご)
熟成 (じゅくせい)
熟達 (じゅくたつ)
熟知 (じゅくち)
熟読 (じゅくどく)
熟年 (じゅくねん)
熟練 (じゅくれん)
受難 (じゅなん)
授乳 (じゅにゅう)
受納 (じゅのう)
樹皮 (じゅひ)
樹氷 (じゅひょう)
樹木 (じゅもく)
樹立 (じゅりつ)
純愛 (じゅんあい)
純一 (じゅんいつ)
純益 (じゅんえき)
順延 (じゅんえん)
純化 (じゅんか)
純金 (じゅんきん)
純潔 (じゅんけつ)
純血 (じゅんけつ)
純色 (じゅんしょく)
純真 (じゅんしん)
純情 (じゅんじょう)
純正 (じゅんせい)
純増 (じゅんぞう)
純度 (じゅんど)
純白 (じゅんぱく)
純米 (じゅんまい)
純利 (じゅんり)
純良 (じゅんりょう)
上映 (じょうえい)
上巻 (じょうかん)
蒸気 (じょうき)
常勤 (じょうきん)
上皇 (じょうこう)
乗降 (じょうこう)
蒸散 (じょうさん)
城主 (じょうしゅ)
成就 (じょうじゅ)
乗除 (じょうじょ)
上層 (じょうそう)
情操 (じょうそう)
上段 (じょうだん)
蒸着 (じょうちゃく)
城内 (じょうない)
上納 (じょうのう)
蒸発 (じょうはつ)
情欲 (じょうよく)
上覧 (じょうらん)
蒸留 (じょうりゅう)
除外 (じょがい)
除去 (じょきょ)
除光 (じょこう)
除算 (じょさん)
除算 (じょざん)
助詞 (じょし)
除雪 (じょせつ)
女装 (じょそう)
除草 (じょそう)
除隊 (じょたい)
序幕 (じょまく)
除名 (じょめい)
除夜 (じょや)
女優 (じょゆう)
序論 (じょろん)
自律 (じりつ)
磁力 (じりょく)
持論 (じろん)
仁義 (じんぎ)
人権 (じんけん)
人骨 (じんこつ)
推移 (すいい)
水域 (すいいき)
垂下 (すいか)
推挙 (すいきょ)
推計 (すいけい)
水源 (すいげん)
推考 (すいこう)
推察 (すいさつ)
推算 (すいさん)
推賞 (すいしょう)
垂心 (すいしん)
推進 (すいしん)
垂線 (すいせん)
水洗 (すいせん)
推測 (すいそく)
垂直 (すいちょく)
推定 (すいてい)
出納 (すいとう)
水難 (すいなん)
推理 (すいり)
推量 (すいりょう)
推力 (すいりょく)
推論 (すいろん)
数詞 (すうし)
数値 (すうち)
空腹 (すきばら)
筋書 (すじがき)
筋道 (すじみち)
筋悪 (すじわる)
砂川 (すながわ)
砂地 (すなじ)
砂場 (すなば)
砂山 (すなやま)
住処 (すみか)
寸劇 (すんげき)
寸志 (すんし)
寸時 (すんじ)
寸前 (すんぜん)
寸断 (すんだん)
寸鉄 (すんてつ)
寸評 (すんぴょう)
寸分 (すんぶん)
寸法 (すんぽう)
寸話 (すんわ)
頭痛 (ずつう)
頭脳 (ずのう)
誠意 (せいい)
盛運 (せいうん)
盛夏 (せいか)
聖歌 (せいか)
聖火 (せいか)
盛会 (せいかい)
盛挙 (せいきょ)
精勤 (せいきん)
盛業 (せいぎょう)
政権 (せいけん)
精鋼 (せいこう)
製鋼 (せいこう)
整骨 (せいこつ)
正誤 (せいご)
制裁 (せいさい)
政策 (せいさく)
星座 (せいざ)
正座 (せいざ)
正視 (せいし)
聖書 (せいしょ)
聖職 (せいしょく)
誠心 (せいしん)
青磁 (せいじ)
誠実 (せいじつ)
聖者 (せいじゃ)
成熟 (せいじゅく)
清純 (せいじゅん)
整除 (せいじょ)
聖水 (せいすい)
正装 (せいそう)
盛装 (せいそう)
生存 (せいぞん)
盛大 (せいだい)
聖地 (せいち)
盛典 (せいてん)
聖典 (せいてん)
政党 (せいとう)
製糖 (せいとう)
聖堂 (せいどう)
成否 (せいひ)
正否 (せいひ)
精密 (せいみつ)
声優 (せいゆう)
性欲 (せいよく)
正論 (せいろん)
背負 (せお)
背筋 (せすじ)
石灰 (せっかい)
接骨 (せっこつ)
接収 (せっしゅう)
節操 (せっそう)
切腹 (せっぷく)
切除 (せつじょ)
背中 (せなか)
背広 (せびろ)
背骨 (せぼね)
台詞 (せりふ)
世論 (せろん)
専横 (せんおう)
専科 (せんか)
洗顔 (せんがん)
専業 (せんぎょう)
宣言 (せんげん)
先刻 (せんこく)
宣告 (せんこく)
専守 (せんしゅ)
専修 (せんしゅう)
染織 (せんしょく)
染色 (せんしょく)
専心 (せんしん)
専従 (せんじゅう)
宣戦 (せんせん)
専属 (せんぞく)
宣伝 (せんでん)
専任 (せんにん)
専念 (せんねん)
洗脳 (せんのう)
専売 (せんばい)
専務 (せんむ)
洗面 (せんめん)
専門 (せんもん)
専有 (せんゆう)
専用 (せんよう)
染料 (せんりょう)
洗礼 (せんれい)
洗練 (せんれん)
税源 (ぜいげん)
税収 (ぜいしゅう)
絶頂 (ぜっちょう)
善悪 (ぜんあく)
善意 (ぜんい)
全域 (ぜんいき)
全巻 (ぜんかん)
全権 (ぜんけん)
善行 (ぜんこう)
善処 (ぜんしょ)
全盛 (ぜんせい)
前奏 (ぜんそう)
善玉 (ぜんだま)
前著 (ぜんちょ)
善導 (ぜんどう)
善人 (ぜんにん)
前納 (ぜんのう)
全訳 (ぜんやく)
善用 (ぜんよう)
善良 (ぜんりょう)
創意 (そうい)
創刊 (そうかん)
層間 (そうかん)
創業 (そうぎょう)
操業 (そうぎょう)
宗家 (そうけ)
創元 (そうげん)
操行 (そうこう)
操作 (そうさ)
総裁 (そうさい)
創作 (そうさく)
創始 (そうし)
奏者 (そうしゃ)
操車 (そうしゃ)
装身 (そうしん)
操縦 (そうじゅう)
早熟 (そうじゅく)
創製 (そうせい)
創設 (そうせつ)
創造 (そうぞう)
装置 (そうち)
装着 (そうちゃく)
装丁 (そうてい)
早晩 (そうばん)
装備 (そうび)
相補 (そうほ)
装用 (そうよう)
総覧 (そうらん)
創立 (そうりつ)
総論 (そうろん)
組閣 (そかく)
側視 (そくし)
底値 (そこね)
卒論 (そつろん)
染物 (そめもの)
尊敬 (そんけい)
尊厳 (そんげん)
存在 (そんざい)
損傷 (そんしょう)
存続 (そんぞく)
尊属 (そんぞく)
尊大 (そんだい)
存置 (そんち)
尊重 (そんちょう)
存亡 (そんぼう)
存立 (そんりつ)
臓器 (ぞうき)
増収 (ぞうしゅう)
蔵書 (ぞうしょ)
蔵相 (ぞうしょう)
増補 (ぞうほ)
存外 (ぞんがい)
存分 (ぞんぶん)
存命 (ぞんめい)
帯域 (たいいき)
大域 (たいいき)
体系 (たいけい)
対策 (たいさく)
対座 (たいざ)
大衆 (たいしゅう)
対処 (たいしょ)
大将 (たいしょう)
大樹 (たいじゅ)
体操 (たいそう)
大層 (たいそう)
退蔵 (たいぞう)
大著 (たいちょ)
大枚 (たいまい)
対訳 (たいやく)
高砂 (たかさご)
高潮 (たかしお)
